"year","CORP_CFC","CORP_COMP","CORP_COMPENSATION_SHARE_GVA","CORP_COMPENSATION_SHARE_NVA","CORP_DIVIDENDS_NET","CORP_GVA","CORP_NET_INT","CORP_NOS","CORP_NVA","CORP_PAT","CORP_PBT","CORP_TAX","CORP_TRANSFERS_NET","CORP_UNDISTRIBUTED","I_current_ME","I_current_NRC","I_real_ME_guardian","I_real_NRC_guardian","K_current_capacity_refrozen","K_current_ME_refrozen","K_current_NRC_refrozen","K_real_capacity_refrozen","K_real_ME_refrozen","K_real_NRC_refrozen","NFC_CFC","NFC_COMP","NFC_COMPENSATION_SHARE_GVA","NFC_COMPENSATION_SHARE_NVA","NFC_DIVIDENDS_NET","NFC_GVA","NFC_NET_INT","NFC_NOS","NFC_NVA","NFC_PAT","NFC_PBT","NFC_RETAINED","NFC_TAX","NFC_TRANSFERS_NET","NFC_UNDISTRIBUTED","P_Y_NFC_GVA_IMPLICIT_SOURCE","pKN_capacity","pKN_ME","pKN_NRC","Y_REAL_NFC_GVA_BASELINE","Y_NFC_real","NFC_GVA_nominal","NFC_NVA_nominal","NFC_GOS","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES","NFC_NET_INTEREST","NFC_CURRENT_TRANSFERS_NET","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE","Y_CORP_GVA_raw_nominal","Y_CORP_NVA_raw_nominal","CORP_GVA_nominal_raw","CORP_NVA_nominal_raw","CORP_GOS_raw","CORP_NOS_raw","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES","CORP_NET_INTEREST","CORP_CURRENT_TRANSFERS_NET","CORP_PROFITS_BEFORE_TAX","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS","CORP_PROFITS_AFTER_TAX","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS","omega_NFC_GVA","omega_NFC_NVA","omega_CORP_raw_GVA","omega_CORP_raw_NVA","NFC_GOS_share_GVA","NFC_NOS_share_GVA","NFC_NOS_share_NVA","CORP_GOS_raw_share_GVA","CORP_NOS_raw_share_GVA","CORP_NOS_raw_share_NVA","CORP_PBT_share_GVA","CORP_profit_share_GVA","ln_Y_NFC","ln_K_ME","ln_K_NRC","ln_K_capacity","c_ME_NRC","ME_share_capacity","NRC_share_capacity","d_ln_Y_NFC","d_ln_K_ME","d_ln_K_NRC","d_ln_K_capacity","d_c_ME_NRC","omega_NFC","d_omega_NFC","omega_c_NFC","d_omega_c_NFC","omega_c_CORP_raw","s_ME_lag","s_NRC_lag","growth_contribution_ME","growth_contribution_NRC","growth_contribution_capacity_sum","growth_weight_guard_status","w_growth_ME_capacity","w_growth_NRC_capacity"
"1969","55704","377454","0.639045260076559","0.705588757059084","23422","590653","8491","104599","534949","43077","76421","36958","4287","31441","2585","1633","1156.23924882302","69660.1056793052","43069.0068733305","11694.1456175171","31374.8612558133","1343611.63633607","5230.64995915863","1338380.98637691","53484","356064","0.641990534144692","0.710506623884296","19026","554625","13544","94896","501141","53099","90057","29677","33344","3047","25936","25.7845667774371","3.20546545657914","223.569646388614","2.3442399118914","2150996","2150996","554625","501141","165217","33344","13544","3047","29677","590653","534949","590653","534949","176241","104599","36958","8491","4287","76421","36958","43077","31441","0.641990534144692","0.710506623884296","0.639045260076559","0.705588757059084","0.297889565021411","0.17109939148073","0.189359880752124","0.298383314738095","0.177090440580171","0.195530788916327","0.129383919153886","0.0729311456980664","14.581441548648","8.56229082451118","14.1069712223202","14.1108717972485","-5.54468039780903","0.00389297756710579","0.996107022432893","0.039213163190988","0.214119052009828","0.0293975529433137","0.0300543746306072","0.184721499066514","0.641990534144692","0.0139980339881194","-3.55963233025102","0.0383890913696598","-3.54330172685927","0.00323849795723515","0.996761502042763","0.000693424112538953","0.029302349028159","0.029995773140698","OK","0.023117394217058","0.976882605782942"
"1970","61804","398010","0.650208208427336","0.723229812310225","23865","612127","12459","95348","550323","36386","63672","31263","3745","24016","2549","1616","1170.34308214503","63030.3897901712","48645.2928321515","13540.6907375471","35104.6020946044","1375435.33539161","6217.04736451688","1369218.28802709","59260","374485","0.653676971146293","0.729094873741799","18295","572890","17851","84896","513630","47900","79163","24035","27286","3182","18282","26.8679129894018","3.53671972650764","217.799381983626","2.56384262477145","2132246","2132246","572890","513630","171119","27286","17851","3182","24035","612127","550323","612127","550323","182854","95348","31263","12459","3745","63672","31263","36386","24016","0.653676971146293","0.729094873741799","0.650208208427336","0.723229812310225","0.298694339227426","0.148189006615581","0.165286295582423","0.298719056666345","0.155765061825406","0.173258250154909","0.104017630328347","0.0594419131977514","14.572686442227","8.73505037278895","14.1297505422734","14.1342808465307","-5.39470016948444","0.00452005790788178","0.995479942092116","-0.00875510642098831","0.172759548277771","0.0227793199531856","0.0234090492822769","0.149980228324585","0.653676971146293","0.011686437001601","-3.52639126703099","0.0332410632200375","-3.50767833220313","0.00389297756710579","0.996107022432893","0.000672549045948692","0.0226906405716139","0.0233631896175626","OK","0.0287866963782686","0.971213303621731"
"1971","67620","421650","0.63797240824182","0.710683597897867","23694","660922","12642","108847","593302","43538","73533","34808","3413","34290","3072","1885","1494.78772572737","65141.5545883646","55922.5235900702","15384.8194089484","40537.7041811217","1408382.07361962","7486.01536947539","1400896.05825014","64732","396190","0.64098353494678","0.715965050192911","18145","618097","18915","97659","553365","56608","91416","32914","29995","3592","27012","27.8886631875981","3.97069265773501","205.514130677327","2.89369821139745","2216302","2216302","618097","553365","191912","29995","18915","3592","32914","660922","593302","660922","593302","204464","108847","34808","12642","3413","73533","34808","43538","34290","0.64098353494678","0.715965050192911","0.63797240824182","0.710683597897867","0.310488483199239","0.157999472574693","0.176482068797268","0.309361770375324","0.164689630546418","0.183459688320619","0.111258212012915","0.0658746417882897","14.6113505991523","8.9207919415581","14.1526226314535","14.1579521379937","-5.23183068989536","0.00531532991628892","0.994684670083708","0.0386641569253037","0.185741568769142","0.0228720891800602","0.0236712914629997","0.162869479589082","0.64098353494678","-0.0126934361995131","-3.35351732985218","0.172873937178806","-3.337763624746","0.00452005790788178","0.995479942092116","0.000839562646737329","0.0227687060124921","0.0236082686592294","OK","0.0355622285926974","0.964437771407303"
"1972","73440","468170","0.638789360651219","0.70992718306741","25173","732902","12434","124002","659462","53104","86899","39110","3890","43395","3310","1940","1628.58781808747","60717.2095133543","63557.3290985653","17965.6728208712","45591.656277694","1435745.74008958","8839.47912381149","1426906.26096577","70188","439924","0.641336309259143","0.7144395309219","19672","685949","19976","112172","615761","67241","106351","42068","33795","3885","34844","28.7727871410475","4.42678165944619","203.243568645079","3.19514025026679","2384020","2384020","685949","615761","212230","33795","19976","3885","42068","732902","659462","732902","659462","225622","124002","39110","12434","3890","86899","39110","53104","43395","0.641336309259143","0.7144395309219","0.638789360651219","0.70992718306741","0.309396179599358","0.163528192329167","0.182168081447185","0.307847433899757","0.169193152699815","0.188035095274633","0.118568376126685","0.0724571634406783","14.6842986963939","9.08698323124992","14.1710192047188","14.1771949516942","-5.08403597346889","0.00615671624647131","0.99384328375353","0.0729480972416656","0.166191289691826","0.0183965732653597","0.0192428137004175","0.147794716426466","0.641336309259143","0.000352774312363024","-3.26057686736526","0.0929404624869234","-3.24762808902","0.00531532991628892","0.994684670083708","0.000883361533925599","0.0182987894091251","0.0191821509430507","OK","0.046051224210892","0.953948775789108"
"1973","81980","526064","0.641378772213877","0.71260369425164","27448","820208","14744","138039","738228","69727","110136","45632","4804","45412","4582","2473","2273.10891742302","69463.7435101279","73724.0987320226","21729.8805554423","51994.2181765803","1471238.25513626","10780.0928121155","1460458.16232414","78180","495100","0.64395880536602","0.716852624598571","20750","768838","23733","125483","690658","85601","131233","58153","40409","4504","36087","30.3967472976184","5.01102377365756","201.574150929579","3.56013061639765","2529343","2529343","768838","690658","233329","40409","23733","4504","58153","820208","738228","820208","738228","248512","138039","45632","14744","4804","110136","45632","69727","45412","0.64395880536602","0.716852624598571","0.641378772213877","0.71260369425164","0.3034826582453","0.163211235656926","0.181686160154519","0.302986559506857","0.168297553791233","0.186986947122027","0.134278134326902","0.0850113629713439","14.7434701431856","9.28545645408414","14.1942607542676","14.2016149546097","-4.90880430018344","0.00732722438019877","0.992672775619798","0.0591714467916287","0.198473222834213","0.0232415495487572","0.0244200029155657","0.175231673285456","0.64395880536602","0.0026224961068767","-3.16106775292171","0.0995091144435478","-3.14840287508986","0.00615671624647131","0.99384328375353","0.00122194331551292","0.0230984579230573","0.0243204012385702","OK","0.0502435508167118","0.949756449183288"
"1974","96040","577322","0.648983395516306","0.727528199622199","29004","889579","23076","137593","793539","80426","123275","47235","6282","31997","5661","3423","2497.73539847696","81925.4299703892","92075.5261909072","29182.2549184334","62893.2712724738","1518151.31212016","12875.7376995495","1505275.57442061","91384","542933","0.654104621464026","0.735028213403804","21532","830040","30142","121293","738656","96823","144058","67819","42849","3739","23032","33.3192168354291","6.06497688707459","226.645304520723","4.17818985049843","2491175","2491175","830040","738656","244258","42849","30142","3739","67819","889579","793539","889579","793539","265022","137593","47235","23076","6282","123275","47235","80426","31997","0.654104621464026","0.735028213403804","0.648983395516306","0.727528199622199","0.294272565177582","0.146129102211942","0.164207696140016","0.297918453560617","0.154672041493785","0.173391603941331","0.138576787446646","0.0904090586670774","14.7282650446872","9.46310002094291","14.2244865453306","14.2330039105737","-4.76138652438767","0.00848119525159057","0.991518804748409","-0.0152050984983862","0.177643566858777","0.0302257910630104","0.0313889559639318","0.147417775795766","0.654104621464026","0.0101458160980059","-3.11444493017851","0.0466228227431964","-3.09006079396269","0.00732722438019877","0.992672775619798","0.0013016342740731","0.0300043199098226","0.0313059541838957","OK","0.0415778502206676","0.958422149779332"
"1975","113516","607817","0.629506651683764","0.713375953165913","31786","965545","27239","159714","852029","77808","119716","46264","8247","46178","6233","3550","2582.55776265482","80452.0168770423","104416.450918374","36137.1504137923","68279.300504582","1562355.30739567","14972.9309034757","1547382.37649219","107724","569021","0.6334561606626","0.71977317229899","24571","898280","32355","141341","790556","93878","140142","62092","41908","4716","37791","36.564601274966","6.68327175157289","241.349877634202","4.41256805957468","2456693","2456693","898280","790556","287351","41908","32355","4716","62092","965545","852029","965545","852029","311464","159714","46264","27239","8247","119716","46264","77808","46178","0.6334561606626","0.71977317229899","0.629506651683764","0.713375953165913","0.319890234670704","0.157346261744668","0.178786828510567","0.32257844015556","0.165413315795742","0.187451366091999","0.123988006773377","0.0805845403373224","14.7143266945716","9.61399924338558","14.2520752719233","14.261705053038","-4.6380760285377","0.00958356324748847","0.990416436752509","-0.0139383501156001","0.150899222442671","0.0275887265926986","0.028701142464314","0.123310495849973","0.6334561606626","-0.0206484608014261","-2.93801783389873","0.176427096279783","-2.9196997109795","0.00848119525159057","0.991518804748409","0.00127980576884949","0.0273547412157232","0.0286345469845727","OK","0.0446944653791453","0.955305534620855"
"1976","125028","682786","0.627960062834082","0.709550234858877","35925","1087308","22707","188081","962280","100571","154066","59418","7584","62447","7269","3422","2908.95332205715","72049.8044671607","118267.955718497","43234.4263726498","75033.529345847","1597123.88815046","17301.8198134482","1579822.06833701","118272","640004","0.630753371060034","0.713976220278137","27775","1014666","29977","169722","896394","120248","179666","84323","53495","6700","51775","38.1759508658635","7.40505834243432","249.883693384929","4.74949241751197","2657867","2657867","1014666","896394","321167","53495","29977","6700","84323","1087308","962280","1087308","962280","345104","188081","59418","22707","7584","154066","59418","100571","62447","0.630753371060034","0.713976220278137","0.627960062834082","0.709550234858877","0.316524846599768","0.167268835262047","0.189338616724342","0.317393047784069","0.172978585644546","0.195453506255975","0.141694901536639","0.0924954106840012","14.7930344793811","9.75856696648243","14.272822783685","14.2837149997365","-4.5142558172026","0.0108331106571103","0.989166889342889","0.0787077848095574","0.144567723096843","0.0207475117617477","0.0220099466985371","0.123820211335095","0.630753371060034","-0.00270278960256609","-2.84738207452791","0.0906357593708198","-2.83477236661967","0.00958356324748847","0.990416436752509","0.001385473917844","0.0205486766705509","0.0219341505883949","OK","0.063165150264676","0.936834849735324"
"1977","140456","771696","0.626112863168844","0.706640550957225","39627","1232519","27672","220349","1092063","116202","176780","68504","6006","78539","8330","3825","3246.82399541272","72014.485658956","136524.771235306","50958.5471673366","85566.2240679695","1630844.74026532","19862.356988509","1610982.38327681","132560","723326","0.630403843120234","0.71274810536823","30911","1147401","33041","196884","1014841","140876","209380","101249","60578","8706","63648","40.1963854813893","8.37141438817131","256.558409441628","5.31143139467012","2854488","2854488","1147401","1014841","363497","60578","33041","8706","101249","1232519","1092063","1232519","1092063","392319","220349","68504","27672","6006","176780","68504","116202","78539","0.630403843120234","0.71274810536823","0.626112863168844","0.706640550957225","0.316800316541471","0.171591274541333","0.194004775132262","0.318306654907551","0.178779394070193","0.201773157775696","0.143429837592767","0.0942800881771397","14.864403050489","9.89658161074398","14.2923547268273","14.3046086841016","-4.39577311608334","0.0121791832772981","0.987820816722701","0.0713685711078842","0.138014644261558","0.0195319431422902","0.0208936843651273","0.118482701119268","0.630403843120234","-0.000349527939799255","-2.77111226586354","0.0762698086643661","-2.75225009155157","0.0108331106571103","0.989166889342889","0.00149512791358717","0.0193203514408814","0.0208154793544686","OK","0.0718276955397717","0.928172304460228"
"1978","159276","884698","0.62883238917044","0.709111952895687","46615","1406890","30608","254214","1247614","139224","206780","77852","7906","91233","11472","4783","4373.81640338286","79812.9081100727","160261.026670136","61456.7762035123","98804.250466624","1672156.62339744","23431.0195134197","1648725.60388402","150152","829499","0.636152526475711","0.718940975698119","35926","1303931","36599","221554","1153779","169689","247541","123074","67556","9203","72270","42.9101816703935","9.58409185047048","262.288101327874","5.99276497155523","3038745","3038745","1303931","1153779","406876","67556","36599","9203","123074","1406890","1247614","1406890","1247614","444340","254214","77852","30608","7906","206780","77852","139224","91233","0.636152526475711","0.718940975698119","0.62883238917044","0.709111952895687","0.312037983604961","0.169912364994773","0.19202464250086","0.315831372744138","0.180692164988023","0.203760137350174","0.146976664842312","0.098958696131183","14.9269551591977","10.0618160437186","14.3155131861697","14.3296247425204","-4.25369714245108","0.0140124550449187","0.985987544955081","0.0625521087086902","0.165234432974639","0.0231584593423833","0.025016058418748","0.142075973632256","0.636152526475711","0.0057486833554764","-2.70600018403277","0.0651120818307773","-2.67486253689499","0.0121791832772981","0.987820816722701","0.00201242044291856","0.0228764082216325","0.0248888286645511","OK","0.080856374160542","0.919143625839458"
"1979","183352","1004441","0.64207996266832","0.727327167283489","50978","1564355","36126","261553","1381003","154148","224767","80737","10823","82890","13913","6616","5049.61515838942","95328.6708517637","193905.554992603","75869.0648245917","118036.490168011","1728301.1596074","27536.0870977566","1700765.07250964","172444","942400","0.649784944902043","0.737470282858668","37639","1450326","43665","226725","1277882","186030","266767","135052","70619","9028","65774","46.5000841622648","11.2194309374097","275.525947296894","6.94019956523667","3118975","3118975","1450326","1277882","437307","70619","43665","9028","135052","1564355","1381003","1564355","1381003","479177","261553","80737","36126","10823","224767","80737","154148","82890","0.649784944902043","0.737470282858668","0.64207996266832","0.727327167283489","0.301523243739683","0.156326922360904","0.177422485018179","0.306309629208204","0.167195425590739","0.189393506024245","0.143680302744582","0.098537735999821","14.9530149801683","10.2232526814967","14.3465887504404","14.362649495341","-4.1233360689436","0.0159324588453159","0.984067541154682","0.0260598209705627","0.161436637778124","0.0310755642706475","0.0330247528205838","0.130361073507476","0.649784944902043","0.013632418426332","-2.67928170037113","0.0267184836616408","-2.64751146921625","0.0140124550449187","0.985987544955081","0.00226212362946879","0.0306401193233096","0.0329022429527784","OK","0.0687528699096718","0.931247130090328"
"1980","212088","1102003","0.647330415459289","0.739453919464159","59251","1702381","60018","259716","1490293","143834","212037","75484","12044","52920","16484","8754","5674.9309501299","110555.826776206","233140.004617449","93245.5995968548","139894.405020594","1798852.95678032","32101.5735935217","1766751.3831868","198860","1030690","0.654602937898175","0.749229282958739","44651","1574527","58147","223441","1375667","171369","246853","112118","68203","9636","42804","50.1426389511658","12.9604814967608","290.470494616726","7.9181715295028","3140096","3140096","1574527","1375667","475634","68203","58147","9636","112118","1702381","1490293","1702381","1490293","524894","259716","75484","60018","12044","212037","75484","143834","52920","0.654602937898175","0.749229282958739","0.647330415459289","0.739453919464159","0.302080561336833","0.141909919613954","0.162423755167493","0.308329334032746","0.152560443285023","0.174271770718912","0.124553199313197","0.0844898997345483","14.9597639306655","10.3766603295216","14.3846530414518","14.4026597735056","-4.00799271193016","0.0178455795803225","0.982154420419678","0.00674895049722224","0.153407648024878","0.0380642910114375","0.0400102781645852","0.11534335701344","0.654602937898175","0.00481799299613239","-2.62364380430396","0.0556378960671657","-2.59449558737156","0.0159324588453159","0.984067541154682","0.00244416103871307","0.0374578332614216","0.0399019943001346","OK","0.0612541072591157","0.938745892740884"
"1981","244880","1220566","0.630741087162103","0.722121579647981","68438","1935130","84794","315280","1690250","150651","216645","70315","14271","77462","18222","11685","6005.83523241596","134041.554731992","273367.354769476","111673.074009754","161694.280759722","1891642.10907878","36806.6119196561","1854835.49715912","229084","1139850","0.637119794842787","0.730681039472866","52502","1789067","72914","273482","1559983","175031","245346","106593","65994","10659","71414","54.4801467041507","14.45132530395","303.404926955844","8.71744588710827","3283888","3283888","1789067","1559983","583223","65994","72914","10659","106593","1935130","1690250","1935130","1690250","644249","315280","70315","84794","14271","216645","70315","150651","77462","0.637119794842787","0.730681039472866","0.630741087162103","0.722121579647981","0.325992821956919","0.152862916816419","0.175310884798104","0.33292285272824","0.162924454687799","0.186528620026623","0.1119537188716","0.0778505836817165","15.0045386442226","10.5134327797478","14.4333065693145","14.4529558505946","-3.91987378956677","0.019457492378186","0.980542507621812","0.0447747135570786","0.13677245022615","0.048653527862756","0.0502960770890226","0.0881189223633942","0.637119794842787","-0.0174831430553883","-2.4974291846184","0.126214619685562","-2.47242545556958","0.0178455795803225","0.982154420419678","0.00244078364490647","0.0477852774594178","0.0502260611043243","OK","0.0485959597714965","0.951404040228503"
"1982","272520","1275114","0.631693306878897","0.730287020093984","72098","2018565","97829","309630","1746045","123777","172540","51294","16632","71777","19249","13192","6266.10657504166","140825.71244308","310151.726259288","127657.235832022","182494.490427266","1989700.19926518","41556.1247232935","1948144.07454188","253880","1183260","0.637923812080797","0.739084348908575","54057","1854861","83413","264806","1600981","146345","197639","74247","48763","8119","70453","57.0049067846147","15.5878622504954","307.192349339702","9.36760749946998","3253862","3253862","1854861","1600981","622838","48763","83413","8119","74247","2018565","1746045","2018565","1746045","692157","309630","51294","97829","16632","172540","51294","123777","71777","0.637923812080797","0.739084348908575","0.631693306878897","0.730287020093984","0.335786886456721","0.142763258271105","0.165402337691703","0.342895571854263","0.153391146680934","0.177332199341941","0.0854765637965584","0.061319303564661","14.9953531565195","10.6348001955165","14.4823877206868","14.5034945317157","-3.8475875251703","0.0208856212300932","0.979114378769904","-0.00918548770309968","0.12136741576872","0.0490811513722527","0.0505386811211093","0.0722862643964675","0.637923812080797","0.000804017238010601","-2.45446770137116","0.0429614832472374","-2.43049528728082","0.019457492378186","0.980542507621812","0.00236150556728001","0.0481261552435144","0.0504876608107944","OK","0.0467739152370298","0.95322608476297"
"1983","285876","1352980","0.622788790924917","0.717160912509316","84246","2172454","93826","356159","1886578","130911","192632","66419","19486","92182","23834","11900","8079.03357919237","120199.70498819","341150.987834931","141256.545829856","199894.442005076","2066978.75248734","47881.8652781795","2019096.88720916","264616","1250110","0.62949324210345","0.726266395473609","63249","1985899","82656","303155","1721283","160548","226967","76302","61721","9953","85577","58.1485792256125","16.5048134831768","295.010532712535","9.90019068779676","3415215","3415215","1985899","1721283","674068","61721","82656","9953","76302","2172454","1886578","2172454","1886578","753055","356159","66419","93826","19486","192632","66419","130911","92182","0.62949324210345","0.726266395473609","0.622788790924917","0.717160912509316","0.339427130987024","0.152653785514772","0.176121532600973","0.346637949526204","0.163943172099386","0.188785727385775","0.0886702319128506","0.0602595037685493","15.0437510065455","10.7764921162686","14.5181608838648","14.5415985592145","-3.74166876759628","0.0231651463376486","0.976834853662351","0.0483978500260775","0.141691920752057","0.03577316317803","0.0381040274988376","0.105918757574027","0.62949324210345","-0.00843056997734704","-2.3553552033914","0.0991124979797595","-2.33026936781281","0.0208856212300932","0.979114378769904","0.00295932378819185","0.0350260184416913","0.0379853422298831","OK","0.0779069929206469","0.922093007079353"
"1984","303168","1501072","0.616513134467756","0.704196688980015","89736","2434777","107313","434916","2131609","151032","226972","81477","26904","129486","29247","15408","10313.477935335","145690.539582552","382843.828547822","159296.286595463","223547.541952359","2169929.86009262","56173.2395453587","2113756.62054726","278952","1388207","0.623632973944295","0.712980368229237","67204","2226000","93991","373838","1947048","179581","261058","89845","75940","10934","125769","59.246578350406","17.6431430152991","283.580380773366","10.5758411247214","3757179","3757179","2226000","1947048","761853","75940","93991","10934","89845","2434777","2131609","2434777","2131609","852228","434916","81477","107313","26904","226972","81477","151032","129486","0.623632973944295","0.712980368229237","0.616513134467756","0.704196688980015","0.342252021563342","0.167941599281222","0.192002457052933","0.350023020588744","0.178626625764906","0.204031790070318","0.093220857598047","0.0620311428931685","15.1391789678183","10.9361957578061","14.5639773113236","14.5902054024563","-3.6277815535175","0.025887122242265","0.974112877757734","0.0954279612727245","0.159703641537499","0.0458164274587283","0.0486068432417692","0.113887214078771","0.623632973944295","-0.00586026815915563","-2.26240419904037","0.092951004351026","-2.23657497672338","0.0231651463376486","0.976834853662351","0.00369955822687153","0.0447550832119786","0.0484546414388501","OK","0.0763509566269392","0.923649043373061"
"1985","326864","1615931","0.621155236627583","0.710415192983119","99909","2601493","103791","449649","2274629","133962","205045","81610","30878","133461","31654","20052","11500.7990240058","179118.657050378","430574.138912817","179816.443702589","250757.695210228","2305277.6542712","65332.4312957268","2239945.22297547","298976","1490088","0.628950706261489","0.719783555994163","72006","2369165","97093","383522","2070189","168531","250141","68622","71083","15362","127978","60.1674361670248","18.6777561529325","275.233050624813","11.1948137230396","3937620","3937620","2369165","2070189","807994","71083","97093","15362","68622","2601493","2274629","2601493","2274629","903952","449649","81610","103791","30878","205045","81610","133962","133461","0.628950706261489","0.719783555994163","0.621155236627583","0.710415192983119","0.341045895916916","0.161880662596316","0.185259413512486","0.347474315710248","0.172842671496714","0.19768014915839","0.0788182017018689","0.0514942765558085","15.1860870378421","11.0872438427512","14.6219619695034","14.6507116845429","-3.53471812675224","0.0283403741734447","0.971659625826554","0.0469080700238393","0.151048084945121","0.0579846581798531","0.0605062820866511","0.0930634267652675","0.628950706261489","0.00531773231719401","-2.22316346225611","0.0392407367842691","-2.19560867443459","0.025887122242265","0.974112877757734","0.00391020023943437","0.0564836022453753","0.0603938024848096","OK","0.0647450579124881","0.935254942087512"
"1986","349868","1723353","0.636681996119363","0.731193548825069","103192","2706772","100551","413928","2356904","94127","170365","91871","29286","89028","36812","19973","13576.1232767694","166843.563259872","488121.612371013","206595.352243074","281526.26012794","2427908.60471374","76191.5671644996","2351717.03754924","317872","1578176","0.640257827171573","0.735049032735843","72854","2464907","107170","364294","2147035","134040","225911","30848","76238","26919","81112","60.544929840148","20.1046123162682","271.152517176906","11.9710941253937","4071203","4071203","2464907","2147035","810493","76238","107170","26919","30848","2706772","2356904","2706772","2356904","891548","413928","91871","100551","29286","170365","91871","94127","89028","0.640257827171573","0.735049032735843","0.636681996119363","0.731193548825069","0.328812811193282","0.147792188508532","0.16967306075588","0.32937683705905","0.152923112844377","0.175623614708109","0.0629402845899101","0.0347746319231912","15.21944909114","11.2410060684181","14.6706562735987","14.7025407882429","-3.4296502051806","0.0313815631348623","0.968618436865138","0.03336205329785","0.153762225666954","0.0486943040953189","0.0518291036999372","0.105067921571635","0.640257827171573","0.011307120910084","-2.19586038832747","0.0273030739286351","-2.18359653862557","0.0283403741734447","0.971659625826554","0.00435767900914313","0.047314289297142","0.0516719683062852","OK","0.0843335207072628","0.915666479292737"
"1987","371292","1847640","0.638188297394282","0.732074643370957","103163","2895133","95117","442835","2523841","128248","222478","112702","24915","106938","39156","19048","14809.3243523966","149406.57283242","543818.852190283","232263.386310457","311555.465879826","2531589.05912022","87845.1277724374","2443743.93134778","334692","1685458","0.637971431188591","0.730517811555949","76251","2641902","115901","404912","2307210","174909","287611","71746","94230","29655","88875","61.6153140025412","21.4813241600622","264.400988649177","12.7491044328853","4287736","4287736","2641902","2307210","862214","94230","115901","29655","71746","2895133","2523841","2895133","2523841","934791","442835","112702","95117","24915","222478","112702","128248","106938","0.637971431188591","0.730517811555949","0.638188297394282","0.732074643370957","0.326361083794933","0.153265336867151","0.175498545862752","0.322883611910057","0.152958430579873","0.175460736234969","0.0768455197049669","0.0442977921912396","15.2712694126733","11.3833306313196","14.7090418193768","14.7443577501486","-3.32571118805723","0.0346996000223533","0.965300399977646","0.0518203215332989","0.142324562901427","0.0383855457780538","0.0418169619057611","0.103939017123373","0.637971431188591","-0.00228639598298208","-2.12170872636478","0.0741516619626923","-2.12242996073136","0.0313815631348623","0.968618436865138","0.00446636725633281","0.0371809473497536","0.0416473146060864","OK","0.107242622929645","0.892757377070355"
"1988","399856","2002309","0.637163221944563","0.730055372826807","113617","3142537","102750","488358","2742681","160517","264470","124266","26350","121375","43894","19302","16702.7922805708","142510.828329607","607325.692260975","265127.723936306","342197.968324669","2627409.28838882","100887.895856578","2526521.39253224","358200","1825308","0.635130978444682","0.725564334175508","82165","2873908","135568","456561","2515708","208893","333159","95276","103953","27036","107839","63.2290995175162","23.1150013416219","262.794383493944","13.5442339548804","4545230","4545230","2873908","2515708","944647","103953","135568","27036","95276","3142537","2742681","3142537","2742681","1015962","488358","124266","102750","26350","264470","124266","160517","121375","0.635130978444682","0.725564334175508","0.637163221944563","0.730055372826807","0.328697717533059","0.158864166841806","0.181484099108482","0.323293568222108","0.155402466223946","0.178058622202145","0.0841581181064853","0.0510787939807869","15.3295888893738","11.5217652373675","14.7423539709382","14.7815088572129","-3.2205887335707","0.0383982413027262","0.961601758697273","0.0583194767005679","0.138434606047941","0.033312151561411","0.0371511070643038","0.10512245448653","0.635130978444682","-0.00284045274390843","-2.04549567352068","0.0762130528441007","-2.05204069404027","0.0346996000223533","0.965300399977646","0.0048036254591156","0.032156233226346","0.0369598586854616","OK","0.129968718224703","0.870031281775297"
"1989","427148","2119332","0.638324748874071","0.732572669399471","147709","3320147","120906","506123","2892999","142774","243982","124422","33630","79456","48024","22294","18576.9769139409","155014.983800806","674614.151614743","297889.695642577","376724.455972166","2734678.04239667","115231.759096556","2619446.28330012","380160","1934822","0.640624353315478","0.732872408243319","105361","3020213","159563","457075","2640053","202272","326694","54563","101208","23481","67461","65.1453566499875","24.6688692839143","258.513536526823","14.3818355189765","4636114","4636114","3020213","2640053","984183","101208","159563","23481","54563","3320147","2892999","3320147","2892999","1076393","506123","124422","120906","33630","243982","124422","142774","79456","0.640624353315478","0.732872408243319","0.638324748874071","0.732572669399471","0.325865427372175","0.151338663862449","0.173130993961106","0.324200404379686","0.152439937147361","0.174947519857421","0.0734853005002489","0.0430023128494009","15.3493870733034","11.6547006758514","14.7784735111495","14.8215242693209","-3.12377283529809","0.042137230529546","0.957862769470456","0.0197981839295522","0.132935438483914","0.0361195402113026","0.040015412107957","0.0968158982726113","0.640624353315478","0.00549337487079582","-2.00116495251729","0.0443307210033832","-1.9939815106313","0.0383982413027262","0.961601758697273","0.00510448704458904","0.0347326133905254","0.0398371004351145","OK","0.128134000437684","0.871865999562316"
