"variable_id","display_name","family_id","concept","definition","unit","reference_year","transformation","contract_status","analytical_role","authoritative_variable_id","baseline_or_robustness","coverage_start","coverage_end","source_stage","source_commit","notes"
"DOWNSTREAM__e_x_NRC","e_x_NRC","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_x_NRC","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__GOV_TRANS_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__IPP_NFC_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","K_G_NFC_KCAP_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_G_NFC_KCAP_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_G_NFC_ME_GPIM","K_G_NFC_ME_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_G_NFC_ME_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","K_G_NFC_NRC_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_G_NFC_NRC_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","K_N_NFC_KCAP_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_N_NFC_KCAP_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_N_NFC_ME_GPIM","K_N_NFC_ME_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_N_NFC_ME_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","K_N_NFC_NRC_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__K_N_NFC_NRC_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__ln_e_adj_CORP","ln_e_adj_CORP","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__ln_e_adj_CORP","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__ln_e_adj_NFC","ln_e_adj_NFC","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__ln_e_adj_NFC","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__omega_adj_CORP","omega_adj_CORP","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__omega_adj_CORP","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__omega_adj_NFC","omega_adj_NFC","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__omega_adj_NFC","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__P_K_NFC_ME_GPIM","P_K_NFC_ME_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__P_K_NFC_ME_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","P_K_NFC_NRC_GPIM","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__P_K_NFC_NRC_GPIM","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__pi_adj_CORP","pi_adj_CORP","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__pi_adj_CORP","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__pi_adj_NFC","pi_adj_NFC","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__pi_adj_NFC","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L28","BankMonIntPaid_received_financial","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L28","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L4","BankMonIntPaid_paid_financial","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L4","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L44","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L52","BankMonIntPaid_paid_state_local","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L52","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L53","CorpNFNetImpIntPaid_line53","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L53","DIAGNOSTIC_ONLY",1986,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L73","BankMonIntPaid_received_federal","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L73","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L74","CorpNFNetImpIntPaid_line74","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L74","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"T711_L91","BankMonIntPaid_paid_government","contextual","Other provider source input retained only for diagnostic or lineage context.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","T711_L91","DIAGNOSTIC_ONLY",1946,2024,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","Wage Share Unadjusted Nfc Gva Baseline","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY","metadata_only","","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__cfc_current_cost","CORP_total_cfc_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__TOTAL__cfc_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__gross_investment_current_cost","CORP_total_gross_investment_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__TOTAL__gross_investment_current_cost","DIAGNOSTIC_ONLY",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__net_stock_current_cost","CORP_total_net_stock_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__TOTAL__net_stock_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__net_stock_quantity_index","CORP_total_net_stock_quantity_index","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Chain-type quantity index","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__TOTAL__net_stock_quantity_index","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__cfc_current_cost","FIN_total_cfc_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__TOTAL__cfc_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__gross_investment_current_cost","FIN_total_gross_investment_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__TOTAL__gross_investment_current_cost","DIAGNOSTIC_ONLY",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__net_stock_current_cost","FIN_total_net_stock_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__TOTAL__net_stock_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__net_stock_quantity_index","FIN_total_net_stock_quantity_index","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Chain-type quantity index","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__TOTAL__net_stock_quantity_index","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__cfc_current_cost","NFC_total_cfc_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__TOTAL__cfc_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__gross_investment_current_cost","NFC_total_gross_investment_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__TOTAL__gross_investment_current_cost","DIAGNOSTIC_ONLY",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__net_stock_current_cost","NFC_total_net_stock_current_cost","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Millions of current dollars","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__TOTAL__net_stock_current_cost","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__net_stock_quantity_index","NFC_total_net_stock_quantity_index","contextual","Provider TOTAL is a provider category and is not analytical downstream TOT.","DIAGNOSTIC_ONLY","Chain-type quantity index","","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__TOTAL__net_stock_quantity_index","DIAGNOSTIC_ONLY",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__gross_stock_current_cost","CORP__TOTAL__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__TOTAL__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__TOTAL__official_price_index","CORP__TOTAL__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__TOTAL__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__gross_stock_current_cost","FIN__TOTAL__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__TOTAL__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__TOTAL__official_price_index","FIN__TOTAL__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__TOTAL__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__gross_stock_current_cost","NFC__TOTAL__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__TOTAL__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__TOTAL__official_price_index","NFC__TOTAL__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__TOTAL__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"RESIDENTIAL_CAPITAL_MENU","RESIDENTIAL_CAPITAL_MENU","contextual","Preserve as an exclusion diagnostic; never include silently in K_cap.","EXCLUDED_FROM_CHAPTER2_DATASET",,"","reference_only","EXCLUDED_FROM_CHAPTER2_DATASET","exclusion_documentation_only","RESIDENTIAL_CAPITAL_MENU","EXCLUDED_FROM_CHAPTER2_DATASET",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
