"current_path","match_type","matched_text","proposed_action","immutable_release_status","label_status"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 901: writeLines(report_lines, file.path(md_dir, ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B.md""), useBytes = TRUE)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 902: writeLines(c(""# S30I Validation Report"", """", ""Validation pending.""), file.path(md_dir, ""S30I_VALIDATION_REPORT.md""), useBytes = TRUE)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 909:   ""S30I_integration_order_tests_long.csv"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 910:   ""S30I_integration_order_classification.csv"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 911:   ""S30I_variable_construction_ledger.csv""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 914:   ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B.md"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 915:   ""S30I_VALIDATION_REPORT.md""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 970: write_csv_base(validation, file.path(audit_dir, ""S30I_validation_checks.csv""))","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 973:   ""# S30I Validation Report"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 992: writeLines(validation_lines, file.path(md_dir, ""S30I_VALIDATION_REPORT.md""), useBytes = TRUE)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 995:   log_msg(""Validation failed. See "", file.path(md_dir, ""S30I_VALIDATION_REPORT.md""))","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 996:   stop(""S30I validation failed."", call. = FALSE)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 999: log_msg(""S30I completed successfully. Output folder: "", out_dir)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 1000: cat(""\nFinal S30I summary\n"")","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S30I_integration_order_precheck_B1_E2B.R","content","line 1007: cat(""S30I integration-order precheck implemented. S31 VIF screen left untouched. S32 model-choice outputs left untouched. S40 remains parked.\n"")","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32C_corporate_boundary_robustness.R","content","line 1150:     ""S20/S22/S30I/S32 outputs, constructed no Shaikh-adjusted variables,"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 21:   s30i_panel = file.path(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 22:     repo_root, ""data"", ""processed"", ""us_s30i"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 23:     ""us_s30i_candidate_audit_panel.csv""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 25:   s30i_recommendations = file.path(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 26:     repo_root, ""data"", ""processed"", ""us_s30i"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 27:     ""us_s30i_admissibility_recommendations.csv""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 29:   s30i_i2_ledger = file.path(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 30:     repo_root, ""data"", ""processed"", ""us_s30i"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 31:     ""us_s30i_i2_risk_ledger.csv""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 33:   s30i_checks = file.path(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 34:     repo_root, ""data"", ""processed"", ""us_s30i"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 35:     ""us_s30i_validation_checks.csv""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 166: panel <- read_csv(input_paths[[""s30i_panel""]])","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 167: s30i_rec <- read_csv(input_paths[[""s30i_recommendations""]])","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 168: s30i_i2 <- read_csv(input_paths[[""s30i_i2_ledger""]])","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 169: s30i_checks <- read_csv(input_paths[[""s30i_checks""]])","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 172: s30i_rec$i2_risk_flag <- as_bool(s30i_rec$i2_risk_flag)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 173: s30i_rec$rolling_instability_flag <- as_bool(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 174:   s30i_rec$rolling_instability_flag","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 176: s30i_rec$carry_to_S32 <- as_bool(s30i_rec$carry_to_S32)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 177: require_condition(!any(s30i_checks$status == ""FAIL""), ""S30I has failed checks."")","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 178: require_condition(!anyDuplicated(panel$year), ""S30I panel years are duplicated."")","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 276:   rec <- s30i_rec[s30i_rec$variable == candidate, , drop = FALSE]","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 313:   s30i_rec[s30i_rec$variable == variable, , drop = FALSE]","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 315: model_s30i_metadata <- function(spec) {","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 317:   rows <- s30i_rec[match(variables, s30i_rec$variable), , drop = FALSE]","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 340:   s30 <- model_s30i_metadata(spec)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 351:     s30i_carry_forward_status = s30$status,","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 352:     s30i_i2_warning = s30$i2_warning,","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 353:     s30i_rolling_warning = s30$rolling_warning,","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 409:   s30 <- model_s30i_metadata(spec)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 732:     spec, screen, registry$s30i_i2_warning","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 745:     s30i_i2_warning = registry$s30i_i2_warning,","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 746:     s30i_rolling_warning = registry$s30i_rolling_warning,","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 791:     s30i_warnings = collapse_unique(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 792:       c(row$s30i_i2_warning, row$s30i_rolling_warning)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 825:       s30i_warnings = collapse_unique(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 826:         c(row$s30i_i2_warning, row$s30i_rolling_warning)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 854:     s30i_warnings = collapse_unique(","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 855:       c(row$s30i_i2_warning, row$s30i_rolling_warning)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 956: baseline_rec <- s30i_rec[","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 957:   match(c(""y_t"", ""k_Kcap"", ""q_omega_h1_Kcap""), s30i_rec$variable),","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 981:   validation_check(""s30i_exists"", ""S30I recommendation files exist"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 983:       ""s30i_recommendations"", ""s30i_i2_ledger"", ""s30i_checks""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 984:     )]))) ""PASS"" else ""FAIL"", ""Three S30I governance inputs checked.""),","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 1008:         ) %in% s30i_rec$variable)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 1023:         nzchar(screening_summary$s30i_i2_warning)","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 1026:     paste(sum(nzchar(screening_summary$s30i_i2_warning)), ""models flagged."")),","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 1100:   validation_check(""upstream_unchanged"", ""S20/S22/S30I inputs are unchanged"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"codes/US_S32_model_choice_po_baseline_extensions.R","content","line 1159:     ""S32 fetched no BEA data, modified no S20/S22/S30I or provider output,"",","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 2: ""advisor_report_written"",""Advisor-facing markdown report is written"",""PASS"",""C:/ReposGitHub/Capacity-Utilization-US_Chile/docs/results/US_S30I_ADVISOR_INTEGRATION_AUDIT_TABLES.md""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 4: ""aggregate_q_audited"",""Required aggregate q candidates are audited"",""PASS"",""constructed_for_S30I_integration_audit""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 6: ""audit_not_model_choice"",""Integration audit is not mislabeled as model-choice output"",""PASS"",""All outputs are S30I audit artifacts.""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 7: ""baseline_i1_carry"",""I(1)/no-I(2) baseline variables carry to S32 with warnings"",""PASS"",""y_t, k_Kcap, and q_omega_h1_Kcap are baseline cointegration candidates; no estimator is run in S30I.""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 26: ""s21_optional"",""Canonical S21 q output availability"",""WARN"",""Missing optional S21; aggregate q variants constructed for S30I without theoretical-role downgrade.""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_validation_checks.csv","content","line 30: ""validation_report_written"",""Validation report is written"",""PASS"",""C:/ReposGitHub/Capacity-Utilization-US_Chile/docs/validation/US_S30I_EXPANDED_INTEGRATION_ORDER_AUDIT_VALIDATION.md""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"data/processed/us_s30i/us_s30i_variable_registry.csv","content","line 15: ""Delta_ME_NRC_gap"",""mechanization_composition_diagnostics"",""audit_only_mechanization_change_variable"",""candidate_only"",""S30I"",""annual first difference"",""audit_only_constructed"",""bounded"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
