year,asset,I,Kg,Kn,B,R,D,DeltaKg,DeltaKn,DeltaB,z,delta,residual_kg,residual_kn,I_residual
2017,NRC,18214988.348502494,388104244.29104006,291966992.37805676,96137251.912983298,3928700.0364434519,7392239.3338216916,14286288.312059045,10822749.014680803,3463539.297378242,0.010509661116076388,0.026293404571927515,1.862645149230957e-09,0,
2018,NRC,18862976.616561767,402874266.27394867,303162505.15728831,99711761.116660357,4092954.6336531504,7667463.8373302184,14770021.982908607,11195512.779231548,3574509.2036770582,0.010546018740737698,0.026261406383232239,-9.3132257461547852e-09,0,
2019,NRC,19456617.671200939,418056504.10439801,314656282.01939827,103400222.08499974,4274379.8407515679,7962840.8090909803,15182237.830449343,11493776.862109959,3688460.9683393836,0.010609711760157577,0.026265915717247616,-2.7939677238464355e-08,0,
2020,NRC,18503393.634329479,432086380.22313297,324930978.28825432,107155401.93487865,4473517.5155944536,8228697.3654734315,14029876.118734956,10274696.268856049,3755179.8498789072,0.010700748515270838,0.026151384338057297,-7.0780515670776367e-08,0,
2021,NRC,19918170.808417015,447313999.16384578,336346272.02302384,110967727.14082193,4690551.8677043011,8502877.0736474898,15227618.94071281,11415293.734769523,3812325.2059432864,0.01085558833231925,0.026168256158402899,9.6857547760009766e-08,-1.862645149230957e-09,
2022,NRC,21424737.495075047,463813427.39657402,348959265.19758838,114854162.19898564,4925309.2623468013,8811744.3205105085,16499428.232728243,12612993.17456454,3886435.0581637025,0.01101085428033456,0.02619843016992714,-3.7252902984619141e-09,1.862645149230957e-09,
2023,NRC,20774576.343564019,479410725.51169401,360603705.13038045,118807020.38131356,5177278.2284439625,9130136.4107719511,15597298.115119994,11644439.932792068,3952858.1823279262,0.011162415580558945,0.026163903129502144,-6.3329935073852539e-08,0,
2024,NRC,21671209.846029826,495636285.62701213,372864444.52068532,122771841.10632682,5445649.7307118047,9410470.4557249602,16225560.11531812,12260739.390304863,3964820.7250132561,0.011359048600549034,0.026096433069988826,9.8720192909240723e-08,-1.862645149230957e-09,
1900,RC,223748.18461829305,223748.18461829305,145127.9966408587,78620.18797743435,0.0,,,,,,,,,
1901,RC,332187.77588222624,555935.9598623984,360592.2982261657,195343.66163623272,0.0006381208977791098,116723.47429691924,332187.7752441054,215464.301585307,116723.47365879836,2.851960112515428e-09,0.8042795118695756,5.820766091346741e-11,0.0,
1902,RC,337559.5986520174,893495.5377852829,579540.8692478982,313954.6685373847,0.020729132925463873,118611.0276302849,337559.5779228845,218948.57102173252,118611.006901152,3.728690788520788e-08,0.3289338907507429,0.0,0.0,
1903,RC,339713.92552907235,1233209.2983392207,799886.6905319139,433322.60780730675,0.16497513455797463,119368.10424505669,339713.76055393775,220345.82128401566,119367.93926992203,1.8464013258185964e-07,0.20597012321144353,-5.820766091346741e-11,0.0,
1904,RC,338346.74861080537,1571555.3178673354,1019345.3648862692,552209.9529810662,0.7290826906479783,118888.07425645005,338346.0195281147,219458.67435435532,118887.34517375944,5.912075846572383e-07,0.14863114446546308,0.0,0.0,
1905,RC,275912.5757430362,1847465.5788886617,1198306.8322295342,649158.7466591274,2.3147217098007764,96951.10839977127,275910.2610213263,178961.46734326496,96948.79367806122,1.4728859261167771e-06,0.09511114852676879,-1.1641532182693481e-10,0.0,
1906,RC,348908.7682168984,2196368.4018044616,1424612.8815880707,771755.5202163911,5.945301098494863,122602.71885836188,348902.8229157999,226306.0493585365,122596.77355726366,3.2180849085541523e-06,0.10231329369144203,5.820766091346741e-11,0.0,
1907,RC,415726.63994514814,2612081.864558112,1694253.7822684282,917828.0822896836,13.177191498042596,146085.73926479055,415713.46275365027,269640.9006803576,146072.56207329256,5.999536092040235e-06,0.10254416561356877,1.7462298274040222e-10,0.0,
1908,RC,465318.0140921893,3077373.6740632486,1996052.289738239,1081321.3843250095,26.204587052796775,163519.50662237854,465291.8095051367,301798.5074698108,163493.3020353259,1.003206959488991e-05,0.09651417534594083,1.7462298274040222e-10,0.0,
1909,RC,434972.9534498268,3512298.649184175,2278154.200133872,1234144.4490503024,47.97832889999101,152871.0430541936,434924.9751209263,282101.9103956332,152823.06472529285,1.5590673730773236e-05,0.07658669256316979,-5.238689482212067e-10,0.0,
1910,RC,477755.8383244625,3989972.141823385,2587983.7397720804,1401988.4020513045,82.34568525318176,167926.29868625425,477673.4926392101,309829.5396382082,167843.95300100208,2.34449554203794e-05,0.07371155941787712,8.149072527885437e-10,0.0,
1911,RC,507882.62622258865,4497720.566307247,2917320.5420733164,1580400.0242339303,134.20173872658046,178545.82392135268,507748.4244838618,329336.80230123596,178411.6221826258,3.363475582194199e-05,0.06899031905705749,-2.9103830456733704e-10,0.0,
1912,RC,577868.971574401,5075379.8969183145,3292003.0966401957,1783376.800278119,209.64096333343696,203186.41700752173,577659.3306110678,374682.5545668793,202976.77604418877,4.661049085705162e-05,0.06964830023893047,2.3283064365386963e-10,0.0,
1913,RC,565598.6954897337,5640662.477103636,3658657.818501854,1982004.6586017818,316.1153044127731,198943.97362807556,565282.5801853212,366654.72186165815,198627.85832366277,6.228406756402866e-05,0.06043249893389132,2.3283064365386963e-10,0.0,
1914,RC,489072.01716420555,6129271.890858051,3975580.637245677,2153691.2536123744,462.60340978893964,172149.19842038245,488609.4137544157,316922.8187438231,171686.5950105926,8.201224797029107e-05,0.047052555051697635,-9.313225746154785e-10,0.0,
1915,RC,346514.7722352611,6475126.872763279,4199909.78984995,2275217.082913329,659.7903300336258,122185.61963098805,345854.9819052275,224329.15260427305,121525.82930095447,0.00010764579248274466,0.030734031272382768,5.820766091346741e-11,0.0,
1916,RC,448995.4794248747,6923202.113534286,4490541.251948303,2432660.861585983,920.2386538682343,158364.0173265221,448075.2407710068,290631.4620983526,157443.77867265418,0.0001421190151098182,0.0377065282947851,3.4924596548080444e-10,0.0,
1917,RC,515095.48946718755,7437039.076125755,4823827.214058526,2613211.8620672286,1258.526875718412,181809.5273569643,513836.9625914693,333285.96211022325,180551.00048124557,0.000181783928170766,0.04048721905807745,1.7462298274040222e-10,0.0,
1918,RC,539485.3475810775,7974833.070471702,5172652.234194718,2802180.8362769834,1691.3532351304016,190660.32744488504,537793.9943459472,348825.02013619244,188968.97420975473,0.0002274229324086722,0.039524700820383035,1.1641532182693481e-10,0.0,
1919,RC,544000.0341794785,8516595.46433359,5524051.24559078,2992544.2187428097,2237.64031759191,192601.0227834169,541762.393861888,351399.0113960616,190363.38246582635,0.0002805877311560524,0.03723448128025973,1.3969838619232178e-09,0.0,
1920,RC,405379.8594322749,8919056.678905282,5785096.4464538805,3133960.232451401,2918.6448605825835,144334.6585691743,402461.21457169205,261045.2008631006,141416.01370859146,0.00034270089178304805,0.02612840687971173,-2.3283064365386963e-10,0.0,
1921,RC,228998.27661838205,9144296.898689307,5931192.209938926,3213104.6887503816,3758.0568343555387,82902.51313333688,225240.2197840251,146095.76348504517,79144.4562989804,0.0004213513793721961,0.014330359727045527,-1.3969838619232178e-09,0.0,
1922,RC,214301.14749846276,9353815.980951166,6067090.897647021,3286725.083304144,4782.0652366049335,78402.45979036711,209519.0822618585,135898.68770809565,73620.3945537624,0.0005229560336443546,0.013218667852137342,6.984919309616089e-10,0.0,
1923,RC,441364.16123405297,9789160.788091918,6349465.120330092,3439695.6677618274,6019.354093300612,158989.93855098274,435344.8071407527,282374.2226830702,152970.58445768338,0.0006435185496014556,0.02620530023913821,2.9103830456733704e-10,0.0,
1924,RC,401248.6109500799,10182908.38184766,6604858.474968542,3578049.906879117,7501.017194338605,145855.25631162914,393747.5937557407,255393.35463845078,138354.23911728943,0.0007662574307149251,0.02297126664175557,-6.402842700481415e-10,0.0,
1925,RC,707788.4704278057,10881436.423405038,7057939.135451348,3823497.2879536906,9260.428870426835,254707.80994500045,698528.0415573791,453080.6604828052,245447.38107457384,0.000909409033565964,0.03856370441702971,2.3283064365386963e-10,0.0,
1926,RC,704341.1407126002,11574444.46246899,7507439.400836466,4067005.0616325233,11333.10164864648,254840.8753274819,693008.039063951,449500.2653851183,243507.7736788327,0.001041507867864756,0.03610698115083492,-2.6775524020195007e-09,0.0,
1927,RC,710776.9093985335,12271464.856411953,7959542.167897281,4311922.688514671,13756.515455575045,258674.14233771816,697020.3939429633,452102.76706081536,244917.62688214798,0.0011885249007139466,0.034455708334974654,4.889443516731262e-09,0.0,
1928,RC,666470.0612359298,12921364.984693727,8381081.693659581,4540283.291034145,16569.932954153475,244930.53547362983,649900.128281774,421539.5257623,228360.602519474,0.001350281579912241,0.030771937670170616,-2.3283064365386963e-09,0.0,
1929,RC,698907.8675386213,13600458.692698002,8821556.817702286,4778901.874995715,19814.159534346953,258432.7434959166,679093.7080042753,440475.1240427047,238618.5839615697,0.0015334416725955988,0.030835249308144196,9.313225746154785e-10,0.0,
1930,RC,535871.9023808137,14112799.379201464,9153872.262212805,4958927.116988659,23531.21587734967,203556.45787029422,512340.6865034625,332315.4445105195,180025.24199294392,0.0017301781071533586,0.02307489052973234,-1.57160684466362e-09,0.0,
1931,RC,421481.33285113843,14506516.801236771,9409246.046809385,5097270.754427386,27763.910815832263,166107.54825455928,393717.4220353067,255373.78459657915,138343.63743872754,0.0019672858707783327,0.018146150994508784,5.238689482212067e-10,0.0,
1932,RC,750734.6634459846,15224696.160331234,9875072.984319536,5349623.176011698,32555.304351520794,284907.7259358332,718179.3590944633,465826.9375101514,252352.42158431187,0.0022441847893317334,0.030279548915871275,-4.656612873077393e-10,0.0,
1933,RC,864789.2455715085,16051537.376109727,10411380.393430974,5640156.982678752,37948.02979301647,328481.8364600702,826841.2157784924,536307.4091114383,290533.8066670541,0.0024925311739154507,0.033263737592791574,3.4924596548080444e-10,0.0,
1934,RC,1198391.4330223636,17205945.309074387,11160154.784174249,6045790.524900139,43983.50005770524,449617.04227908934,1154407.9329646602,748774.3907432742,405633.5422213869,0.00274014251888221,0.04318515175593562,1.862645149230957e-09,0.0,
1935,RC,953055.8161257611,18108300.054627966,11745441.930548064,6362858.124079902,50701.07057217897,367768.6697519453,902354.7455535792,585287.1463738158,317067.5991797624,0.002946718105946746,0.032953724824091396,-3.026798367500305e-09,0.0,
1936,RC,764070.5443171338,18814233.42763733,12203325.851982113,6610907.575655219,58137.1713077749,306186.6228830853,705933.373009365,457883.92143404856,248049.45157531742,0.0032105261748695563,0.026068548522362667,6.05359673500061e-09,0.0,
1937,RC,833483.7766312187,19581392.802045025,12700922.305343192,6880470.496701832,66324.402223518,335887.32327013963,767159.3744076937,497596.4533610791,269562.9210466128,0.0035252247974180122,0.02752424440224084,-6.984919309616089e-09,0.0,
1938,RC,764968.2369452055,20271070.519012883,13148262.450525329,7122808.068487555,75290.51997734577,317628.09176306904,689677.7169678584,447340.14518213645,242337.57178572286,0.0038450033017816097,0.02500826980332326,-1.3969838619232178e-09,0.0,
1939,RC,1144665.1464197498,21330678.339648716,13835547.402115913,7495130.937532803,85057.32578391883,457380.19482916524,1059607.8206358328,687284.9515905846,372322.86904524826,0.004195995751883989,0.03478636029286828,1.862645149230957e-09,0.0,
1940,RC,1144071.1182072063,22379109.931343604,14515583.205656577,7863526.725687027,95639.52651232434,464035.31466654246,1048431.5916948877,680035.8035406638,368395.78815422393,0.004483660809537077,0.03353935346248578,5.820766091346741e-09,0.0,
1941,RC,1130021.513817742,23402087.813453253,15179109.172992377,8222978.640460877,107043.63170809126,466495.5464819423,1022977.8821096495,663525.9673357997,359451.91477384977,0.004783194328840072,0.03213756828593382,-1.280568540096283e-09,0.0,
1942,RC,996638.0582561764,24279458.89422422,15748191.364564737,8531267.529659482,119266.97748520967,427555.8666838157,877371.0807709657,569082.1915723607,308288.889198605,0.00509642466244598,0.02816738860041602,-1.0477378964424133e-09,0.0,
1943,RC,1214408.413743686,25361570.419985417,16450072.714545827,8911497.70543959,132296.8879824867,512527.0637625959,1082111.5257611983,701881.34998109,380230.1757801082,0.005448922422812251,0.03254513816207755,-9.313225746154785e-10,0.0,
1944,RC,1396385.9918724275,26611846.41880701,17261029.24260291,9350817.1762041,146109.99305083035,585429.463815344,1250275.9988215938,810956.5280570835,439319.47076451033,0.0057610783019845175,0.03558825994110551,-3.259629011154175e-09,0.0,
1945,RC,1085194.915851104,27536369.57188893,17860695.305966802,9675674.26592213,160671.76276918637,485528.852487213,924523.15308192,599666.0633638911,324857.0897180289,0.006037602962252071,0.028128615371837275,2.3283064365386963e-09,0.0,
1946,RC,1930661.7143054865,29291094.91449749,18998848.779981196,10292246.134516293,175936.37169692648,792508.2402910925,1754725.3426085599,1138153.474014394,616571.868594164,0.006389236287579999,0.044371634290538274,-2.3283064365386963e-10,0.0,
1947,RC,1491168.7635904988,30590416.742632125,19841617.51229788,10748799.230334245,191846.93545586537,648400.0312738148,1299321.8281346336,842768.732316684,456553.0958179515,0.006549667604296746,0.034128385292324884,2.3283064365386963e-10,0.0,
1948,RC,1376498.3014504246,31758578.88682267,20599313.187135562,11159265.699687108,208336.15725988077,618802.6266127422,1168162.1441905461,757695.6748376824,410466.4693528637,0.0068105040546745646,0.031187105901482423,2.3283064365386963e-09,0.0,
1949,RC,1318102.546646806,32851353.92382618,21308111.125183694,11543242.798642484,225327.50964329296,609304.6085986742,1092775.0370035097,708797.9380481318,383977.0989553761,0.007095012357016588,0.029578879793875353,-3.259629011154175e-09,0.0,
1950,RC,1434134.3793842206,34042751.46271526,22080877.788371567,11961873.674343694,242736.8404951376,661367.716196348,1191397.5388890803,772766.6631878726,418630.87570120953,0.007388944792290198,0.031038308009135953,-2.7939677238464355e-09,0.0,
1951,RC,1395296.9815131496,35177574.06545691,22816948.702911608,12360625.362545304,260474.37877149522,659226.0669731083,1134822.6027416512,736070.9145400412,398751.68820161,0.007651390313053142,0.029855066147790373,-3.026798367500305e-09,0.0,
1952,RC,1433828.429665194,36332955.33508573,23566354.42123578,12766600.913849946,278447.16003638366,684422.7113410207,1155381.2696288154,749405.7183241732,405975.5513046421,0.007915473634374594,0.029996241839895244,5.122274160385132e-09,0.0,
1953,RC,1687710.517332864,37724104.005198844,24468684.06412221,13255419.941076633,296561.8472197561,785380.874446434,1391148.6701131165,902329.64288643,488819.0272266865,0.008162337593643933,0.033326362678256366,8.614733815193176e-09,0.0,
1954,RC,1886065.915321901,39295442.06430925,25487888.510197453,13807553.554111795,314727.8562114977,866861.469246659,1571338.059110403,1019204.446075242,552133.6130351629,0.00834288486131107,0.03542738411983974,-2.3283064365386963e-10,0.0,
1955,RC,2160962.998573867,41123544.36673098,26673635.895176753,14449908.471554225,332860.69615211996,975215.6135945669,1828102.3024217337,1185747.3849793002,642354.9174424298,0.008470720232829403,0.03826192245012343,-1.3504177331924438e-08,0.0,
1956,RC,1421781.45109787,42194440.38693994,27368242.621433467,14826197.765506474,350885.4308889154,727174.7248411567,1070896.0202089623,694606.7262567133,376289.293952249,0.008532470541930775,0.027261927383984714,7.683411240577698e-09,0.0,
1957,RC,1097348.7557440896,42923049.02851082,27840834.221078355,15082214.807432462,368740.11417321494,624757.1560992014,728608.6415708736,472591.5996448882,256017.04192598723,0.008739068720706334,0.022827814147259942,-1.1641532182693481e-09,0.0,
1958,RC,1023048.1175948074,43559718.17912163,28253791.843544938,15305926.33557669,386378.9669840025,610090.4951282246,636669.150610812,412957.6224665828,223711.5281442292,0.009001666371076241,0.021913513448757357,7.101334631443024e-09,0.0,
1959,RC,1408705.7722273737,44564648.9793085,28905612.076377753,15659036.902930748,403774.9720404934,756885.5393945582,1004930.8001868725,651820.2328328155,353110.567354057,0.009269457859670557,0.02678881275779915,-7.799826562404633e-09,0.0,
1960,RC,1789923.6553688024,45933650.88832984,29793576.842629246,16140074.045700597,420921.746347471,901958.8891173091,1369001.9090213403,887964.7662514932,481037.1427698489,0.009445193802444315,0.03120359073297078,8.847564458847046e-09,0.0,
1961,RC,1518484.3061664037,47014300.534861274,30494509.98556987,16519790.549291406,437834.65963495837,817551.1632257819,1080649.6465314329,700933.1429406218,379716.5035908092,0.00953189331062289,0.02744051738212289,-1.257285475730896e-08,0.0,
1962,RC,2091081.6942836496,48650831.035171956,31555999.68371839,17094831.351453565,454551.19397297135,1029591.996135127,1636530.5003106818,1061489.6981485225,575040.8021621592,0.009668360239368444,0.03376319201791845,3.4924596548080444e-09,0.0,
1963,RC,2498302.1879122555,50678002.75737807,32870867.875353854,17807134.882024217,471130.46570614073,1183433.9962767921,2027171.7222061157,1314868.1916354634,712303.5305706523,0.0096839140397322,0.03750266219223585,9.313225746154785e-10,0.0,
1964,RC,2044456.3364991313,52234807.261995785,33880645.53814058,18354161.723855205,487651.831881418,1034678.6737124054,1556804.5046177134,1009777.6627867259,547026.8418309875,0.009622554271052486,0.03147707196645678,0.0,0.0,
1965,RC,2171705.252864242,53902299.804147534,34962217.89801872,18940081.906128816,504212.71071249153,1090132.8929861044,1667492.5421517491,1081572.3598781377,585920.1822736114,0.009652810781582782,0.03217568247803618,-1.3969838619232178e-09,0.0,
1966,RC,2239590.087578898,55620964.22361522,36076981.463679746,19543982.75993548,520925.6681112194,1124826.5219178698,1718664.4194676876,1114763.565661028,603900.8538066633,0.009664256812863049,0.03217263061510788,9.313225746154785e-09,0.0,
1967,RC,2112283.714442254,57195333.16647004,37098151.80765323,20097181.35881681,537914.7715874213,1091113.3704687664,1574368.9428548217,1021170.3439734876,553198.5988813303,0.009671079584755502,0.030244031684503243,-1.1175870895385742e-08,0.0,
1968,RC,2426205.4520540833,59066227.19958989,38311654.850894555,20754572.348695334,555311.4189342473,1212702.4088127613,1870894.0331198499,1213503.043241322,657390.9898785241,0.009709033730391675,0.03268902491693898,1.3969838619232178e-08,0.0,
1969,RC,2752812.571860095,61245789.92044782,39725367.197972745,21520422.722475078,573249.851002157,1339100.2247819058,2179562.7208579257,1413712.3470781893,765850.3737797439,0.009705205126189897,0.03495281605541606,-1.210719347000122e-08,0.0,
1970,RC,2693399.055241216,63347326.427638754,41088470.02571882,22258856.401919927,591862.5480502725,1330296.2274951376,2101536.5071909353,1363102.8277460784,738433.6794448495,0.009663726254801237,0.03348732362536916,-8.381903171539307e-09,0.0,
1971,RC,3117568.154904271,65853618.79783174,42714106.413798995,23139512.38403274,611275.7847112915,1491931.7668240988,2506292.3701929823,1625636.3880801722,880655.9821128137,0.009649590901196879,0.03631022926602627,2.7939677238464355e-09,0.0,
1972,RC,2612831.329989387,67834844.58105855,43999173.0582656,23835671.52279295,631605.5467625877,1327764.6855227859,1981225.7832268104,1285066.6444666013,696159.1387602091,0.009591052979208238,0.031084922453015314,1.0943040251731873e-08,0.0,
1973,RC,2167483.4509860147,69349374.0841472,44981530.22470118,24367843.859446023,652953.9478973567,1185126.2845504303,1514529.503088653,982357.1664355844,532172.3366530724,0.009625642277651511,0.02693519450879304,-4.889443516731262e-09,0.0,
1974,RC,2659975.606378006,71333943.40257305,46268765.55968012,25065177.842892934,675406.2879521758,1372740.2713990677,1984569.318425849,1287235.334978938,697333.983446911,0.009739183617326536,0.030517865100223744,1.909211277961731e-08,0.0,
1975,RC,1994842.067130124,72629756.735195,47109258.60459469,25520498.130600307,699028.7345081592,1154349.0222155505,1295813.332621947,840493.0449145734,455320.2877073735,0.009799384432782457,0.024948775015979294,-1.7695128917694092e-08,0.0,
1976,RC,1609319.293983145,73515209.31253324,47683582.63269265,25831626.67984059,723866.7166448818,1034995.2658851875,885452.5773382485,574324.0280979574,311128.54924028367,0.009966530925940851,0.02197010304433536,-1.4668330550193787e-08,0.0,
1977,RC,1625212.1223511093,74390477.26992558,48251300.69215753,26139176.57776805,749944.1649587781,1057494.06288623,875267.9573923349,567718.0594648793,307549.89792745933,0.010201211041521496,0.022177319834210497,3.725290298461914e-09,0.0,
1978,RC,1391565.3658547904,75004779.1622885,48649750.41868117,26355028.743607335,777263.4734918758,993115.6393311527,614301.8923629224,398449.7265236378,215852.16583928466,0.01044842703013691,0.020582152710601802,7.799826562404633e-09,0.0,
1979,RC,1894905.4658351536,76093878.4829843,49356164.20623946,26737714.27674484,805806.1451393645,1188491.6782768588,1089099.3206958026,706413.7875582948,382685.533137504,0.010743397342665788,0.024429553451943017,1.3504177331924438e-08,0.0,
1980,RC,2684086.756799977,77942431.1173161,50555176.12655259,27387254.990763508,835534.1224681619,1485074.8364868495,1848552.6343317926,1199011.9203131273,649540.714018669,0.010980306683342465,0.03008894350625227,-2.2351741790771484e-08,0.0,
1981,RC,2547512.678899222,79623552.06265211,51645588.16866064,27977963.89399147,866391.7335632211,1457100.6367911706,1681120.945336014,1090412.0421080515,590708.9032279626,0.011115790476937523,0.02882198715209049,1.30385160446167e-08,0.0,
1982,RC,1637428.7703975427,80362672.57923035,52124998.001773484,28237674.57745687,898308.2538192896,1158018.9372846994,739120.5165782422,479409.83311284333,259710.68346539885,0.011281941467675949,0.022422417448377585,-1.0943040251731873e-08,0.0,
1983,RC,1339379.4560606796,80770851.07538798,52389751.557295255,28381099.51809273,931200.9599030492,1074625.9005389083,408178.4961576313,264753.5555217713,143424.94063585997,0.011587481227493635,0.02061632502129488,8.149072527885437e-10,0.0,
1984,RC,1316613.9333253708,81122486.7111993,52617830.16923971,28504656.54195959,964978.2975140562,1088535.3213809188,351635.635811314,228078.61194445193,123557.02386686206,0.011947110679982654,0.020777638546166013,-5.820766091346741e-10,0.0,
1985,RC,1762031.802767324,81884975.68871793,53112397.30039564,28772578.388322297,999542.825248688,1267464.6716113936,762488.977518633,494567.13115593046,267921.8463627063,0.01232140268094983,0.024088121223066916,-3.026798367500305e-09,0.0,
1986,RC,2092834.510882537,82943016.34386979,53798665.7539642,29144350.589905586,1034793.8557306947,1406566.0573139742,1058040.655151859,686268.4535685629,371772.2015832886,0.012637163863422483,0.026482819996970774,1.6530975699424744e-08,0.0,
1987,RC,2378053.7824524995,84250440.33165257,54646689.72533547,29603750.606317095,1070629.7946697443,1530029.8110812288,1307423.9877827764,848023.9713712707,459400.01641150936,0.012908016152090099,0.028439921132588447,2.1187588572502136e-08,0.0,
1988,RC,2802721.1709924284,85946211.31498839,55746604.104498245,30199607.210490145,1106950.1876566045,1702806.791829655,1695770.9833358228,1099914.3791627735,595856.6041730493,0.01313880596112122,0.031160291691743485,-1.1641532182693481e-09,0.0,
1989,RC,3604072.9611792834,88406626.83986779,57342483.761081696,31064143.078786086,1143657.4362998805,2008193.3045958327,2460415.524879396,1595879.6565834507,864535.8682959415,0.013306664933820475,0.03602359886947427,-6.984919309616089e-09,0.0,
1990,RC,3680220.326735897,90906188.99362922,58963754.78267035,31942434.210958865,1180658.1729744463,2058949.3051472437,2499562.1537614316,1621271.0215886533,878291.1321727782,0.013354860548101102,0.035906175842083964,-1.909211277961731e-08,0.0,
1991,RC,4208595.153280862,93896919.7727981,60903608.584002376,32993311.188795727,1217864.3741119963,2268741.351948835,2990730.779168889,1939853.8013320267,1050876.9778368622,0.013396935759757185,0.03847688059064423,2.3283064365386963e-08,0.0,
1992,RC,4985714.278220455,97627439.75073448,63323305.94043109,34304133.81030339,1255194.3002840518,2566016.9217917426,3730519.977936372,2419697.3564287126,1310822.6215076633,0.013367789947968889,0.04213242829860432,-3.119930624961853e-08,0.0,
1993,RC,5880913.188076872,102215779.67515892,66299404.19246823,35916375.482690684,1292573.2636524478,2904814.936039727,4588339.92442444,2976098.252037145,1612241.6723872945,0.013239856201828989,0.04587276189863362,1.4901161193847656e-08,0.0,
1994,RC,6244712.333443113,107130557.65977806,69487237.35437384,37643320.305404216,1329934.34882395,3056879.1715375036,4914777.984619141,3187833.161905609,1726944.8227135316,0.013011047345629731,0.04610718917870415,-2.2351741790771484e-08,0.0,
1995,RC,5117534.7892904691,110880873.2149007,73243004.919826344,37637868.295074359,1367219.2341678487,1361767.2238379675,3750315.5551226437,3755767.5654525012,-5452.0103298574686,0.012762177888682533,0.01959737177192945,2.3283064365386963e-08,-4.6566128730773926e-10,
1996,RC,5348198.0885028355,114824692.15380138,77156266.757982999,37668425.395818383,1404379.1496021363,1434936.2503461798,3943818.9389006793,3913261.8381566554,30557.100744023919,0.012665657375192903,0.019591444287640813,-1.9557774066925049e-08,0,
1997,RC,6097097.9869312383,119480414.3590378,81737384.925286934,37743029.433750868,1441375.7816948374,1515979.8196273036,4655722.20523642,4581118.1673039347,74604.037932485342,0.012552838197590755,0.019648174844727726,1.862645149230957e-08,0,
1998,RC,4123942.5824786318,122126175.0546473,84277405.997170746,37848769.05747655,1478181.8868691232,1583921.5105948192,2645760.695609495,2540021.0718838125,105739.6237256825,0.012371750590244833,0.019378176975476058,-1.3504177331924438e-08,0,
1999,RC,4496434.1149470769,125107827.42865109,87138388.459962502,37969438.968688592,1514781.7409433031,1635451.6521553209,2981652.3740037978,2860982.4627917558,120669.91121204197,0.012403415895613614,0.019405576533884115,2.4214386940002441e-08,0,
2000,RC,4891479.2922438513,128448135.35709852,90336606.205560654,38111529.151537865,1551171.3637964113,1693261.5466456995,3340307.9284474254,3198217.7455981523,142090.18284927309,0.01239867557192649,0.019431866672903905,-1.4901161193847656e-08,4.6566128730773926e-10,
2001,RC,3830598.3189855088,130691375.51377091,92423518.368729979,38267857.145040929,1587358.1623131251,1743686.1558161844,2243240.1566723883,2086912.1631693244,156327.99350306392,0.012357969680915277,0.01930209943739122,4.6566128730773926e-09,0,
2002,RC,4194019.0664358255,133262034.39686316,94830971.235900089,38431063.160963073,1623360.1833435518,1786566.1992657152,2570658.8830922544,2407452.8671701103,163206.01592214406,0.012421326020648538,0.019330211950361883,-1.9557774066925049e-08,0,
2003,RC,4163931.1354574971,135766760.50844014,97163116.398425356,38603644.110014781,1659205.0238805285,1831785.9729322309,2504726.1115769744,2332145.1625252664,172580.94905170798,0.012450695589257673,0.019316326186046413,5.5879354476928711e-09,0,
2004,RC,5308460.2913139006,139380292.54293492,100584893.43273245,38795399.110202476,1694928.2568191253,1886683.257006808,3613532.0344947875,3421777.0343070924,191755.00018769503,0.012484117986403288,0.019417689828620851,1.2107193470001221e-08,0,
2005,RC,5661860.2169466056,143311581.1874359,104292054.29590896,39019526.891526937,1730571.5724456205,1954699.3537700963,3931288.6445009708,3707160.8631765097,224127.7813244611,0.012416185537223869,0.019433329271033417,-1.3969838619232178e-08,4.6566128730773926e-10,
2006,RC,6166435.7269507218,147711836.05199397,108428951.71901193,39282884.332982033,1766180.862392626,2029538.3038477472,4400254.8645580709,4136897.4231029749,263357.44145509601,0.012324062352523027,0.019460143129306058,-2.514570951461792e-08,0,
2007,RC,6811201.3577488344,152721232.86552542,113126328.32716416,39594904.538361266,1801804.544217407,2113824.7495966093,5009396.8135314584,4697376.6081522256,312020.20537923276,0.012198105394771338,0.019495021542534855,3.0733644962310791e-08,0,
2008,RC,6891193.4496438373,157774934.04190305,117814154.25756118,39960779.784341872,1837492.2732661697,2203367.5192468185,5053701.1763776243,4687825.9303970188,365875.24598060548,0.012031675221507176,0.01947705323622477,-4.2840838432312012e-08,0,
2009,RC,5793768.4368025893,161695408.23307186,121326320.31648524,40369087.916586623,1873294.2456338112,2281602.3778785253,3920474.1911688149,3512166.058924064,408308.13224475086,0.011873205696516329,0.019366114303130049,3.6787241697311401e-08,0,
2010,RC,1958506.4751468762,161744653.39870083,121005710.43314558,40738942.965555251,1909261.3095179095,2279116.3584865346,49245.165628969669,-320609.88333965838,369855.04896862805,0.011807764551766688,0.018785011797451331,3.0267983675003052e-09,0,
2011,RC,6293800.7702350328,166093008.26462713,124952858.43956412,41140149.825063005,1945445.9043087419,2346652.7638164917,4348354.8659262955,3947148.0064185411,401206.85950775445,0.012027883849200349,0.019392909271938808,4.6566128730773926e-09,0,
2012,RC,6830372.1689575594,170941476.88143265,129356900.42921504,41584576.452217609,1981903.5521520053,2426330.1793066394,4848468.6168055236,4404041.98965092,444426.6271546036,0.011932492359909239,0.019417964579659306,-3.0733644962310791e-08,0,
